ID,Agree_IN,ASQ1,ASQ1A,ASQ1B,ASQ1C,ASQ2A,ASQ2AC,SQ1,SQ2,SQ3,SQ4,SQ5,SQ5A,SQ5AA,AQ1,ATQ1_7,AQ1A,AQ1B,Q1,Q1A,RQ1A,Q1B_1,Q1B_2,Q1B_3,Q1B_4,Q1B_5,Q1B_6,Q1B_7,Q1B_8,TQ1B_8,Q2,RQ2,Q3,RQ3,Q4,Q5,Q5A,Q6,Q6A,Q7,RQ7,Q7A_1_1,Q7A_1_2,Q7A_1_3,Q7A_1_4,TQ7A_1_4,Q7A_1_5,Q7A_2_1,Q7A_2_2,Q7A_2_3,Q7A_2_4,TQ7A_2_4,Q7A_2_5,Q7A_3_1,Q7A_3_2,Q7A_3_3,Q7A_3_4,TQ7A_3_4,Q7A_3_5,Q7A_4_1,Q7A_4_2,Q7A_4_3,Q7A_4_4,TQ7A_4_4,Q7A_4_5,Q7A_5_1,Q7A_5_2,Q7A_5_3,Q7A_5_4,TQ7A_5_4,Q7A_5_5,Q7A_6_1,Q7A_6_2,Q7A_6_3,Q7A_6_4,TQ7A_6_4,Q7A_6_5,Q7A_7_1,Q7A_7_2,Q7A_7_3,Q7A_7_4,TQ7A_7_4,Q7A_7_5,Q7A_8_1,Q7A_8_2,Q7A_8_3,Q7A_8_4,TQ7A_8_4,Q7A_8_5,Q7A_9_1,Q7A_9_2,Q7A_9_3,Q7A_9_4,TQ7A_9_4,Q7A_9_5,Q7A_10_1,Q7A_10_2,Q7A_10_3,Q7A_10_4,TQ7A_10_4,Q7A_10_5,Q7A_11_1,Q7A_11_2,Q7A_11_3,Q7A_11_4,TQ7A_11_4,Q7A_11_5,Q7A_12_1,Q7A_12_2,Q7A_12_3,Q7A_12_4,TQ7A_12_4,Q7A_12_5,Q7A_13_1,Q7A_13_2,Q7A_13_3,Q7A_13_4,TQ7A_13_4,Q7A_13_5,Q7A_14_1,Q7A_14_2,Q7A_14_3,Q7A_14_4,TQ7A_14_4,Q7A_14_5,Q7A_15_1,Q7A_15_2,Q7A_15_3,Q7A_15_4,TQ7A_15_4,Q7A_15_5,Q7A_16_1,Q7A_16_2,Q7A_16_3,Q7A_16_4,TQ7A_16_4,Q7A_16_5,Q7A_17_1,Q7A_17_2,Q7A_17_3,Q7A_17_4,TQ7A_17_4,Q7A_17_5,Q7A_18_1,Q7A_18_2,Q7A_18_3,Q7A_18_4,TQ7A_18_4,Q7A_18_5,Q7A_19_1,Q7A_19_2,Q7A_19_3,Q7A_19_4,TQ7A_19_4,Q7A_19_5,Q7A_20_1,Q7A_20_2,Q7A_20_3,Q7A_20_4,TQ7A_20_4,Q7A_20_5,DQ1,DQ2,TDQ2_10,DQ3,DQ3A,DQ4,DQ4A_1,DQ4A_2,DQ4A_3,DQ4A_4,DQ4A_5,DQ4A_6,DQ7A_7,TDQ4A_7,DQ5,TDQ5_11,DQ6,TDQ6_11,D_SQ1,D_SQ2,D_SQ3,D_SQ4,D_SQ5AA,D_DQ1,D_DQ2,D_DQ3,D_DQ3A,D_DQ4,D_DQ5,D_DQ6,WT
464,Y,,,,,,,2,59,1,1,2021-12-16 오후 6:45:48,3,5,,,,,1,1,2,,2,,,,,,,,1,1,0,0,2,1,1,1,4,3,3,9,1,4,1,,2,6,1,4,1,,2,10,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,3,1,2,,,,,,,5,,6,,2,9,1,1,1,3,,3,2,3,3,3,1.17
465,Y,,,,,,,1,43,9,3,2021-12-16 오후 6:46:55,3,5,,,,,1,10,5,,2,,,,,,,,3,3,2,2,3,1,2,1,4,5,4,8,1,1,2,,2,7,2,1,2,,2,7,1,1,2,,2,7,1,1,2,,2,6,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,5,,6,,1,8,2,3,1,1,2,3,2,4,3,3,1.18
466,Y,,,,,,,1,57,10,2,2021-12-16 오후 6:48:31,3,5,,,,,1,12,6,,2,,,,,,,,2,2,2,2,2,1,1,1,2,20,5,6,1,2,1,,2,9,2,3,1,,1,8,1,3,2,,2,8,1,3,2,,1,7,1,2,2,,2,6,1,3,2,,2,8,1,2,2,,2,8,1,2,2,,2,10,1,2,2,,2,8,2,1,5,,2,9,1,3,5,,2,9,1,3,5,,2,8,2,1,5,,2,8,1,3,2,,2,7,1,2,2,,2,8,1,3,2,,2,8,1,2,2,,2,9,1,2,4,,2,9,2,4,1,,1,6,1,3,1,,2,1,1,,4,1,3,1,2,,,,,,,10,,11,150000000,1,9,7,2,1,1,1,3,1,3,4,4,1.02
467,Y,,,,,,,1,57,3,1,2021-12-16 오후 6:48:29,3,5,,,,,1,5,3,,2,,,,,,,,2,2,1,1,3,3,4,1,4,2,2,9,1,4,5,,2,9,2,4,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,2,1,,,,,,,,,4,,4,,1,9,5,1,1,3,,4,2,1,2,2,1.15
468,Y,,,,,,,2,50,1,1,2021-12-16 오후 6:50:00,3,5,,,,,1,5,3,,2,,,,,,,,2,2,1,1,1,1,1,1,1,2,2,9,1,1,2,,2,7,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,4,2,4,1,2,,,,,,,8,,9,,2,9,1,1,1,2,3,3,2,4,4,4,1.17
469,Y,,,,,,,2,59,9,3,2021-12-16 오후 6:50:04,3,5,,,,,1,7,4,,2,,,,,,,,5,4,1,1,3,3,3,1,4,10,5,9,2,2,2,,2,8,2,2,2,,2,9,2,2,2,,2,10,2,2,2,,2,3,2,1,2,,2,9,2,1,2,,2,8,2,2,2,,2,9,2,2,2,,2,3,1,1,2,,2,10,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,2,3,,,3,,,,,,10,,11,110000000,2,9,2,3,1,1,1,4,2,3,4,4,1.19
470,Y,,,,,,,1,47,15,3,2021-12-16 오후 6:56:58,3,5,,,,,1,5,3,,,3,,,,,,,1,1,0,0,6,1,3,1,5,1,1,6,2,3,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,1,,,,,,,,,1,,1,,1,8,5,3,1,3,,1,,1,1,1,1.24
471,Y,,,,,,,2,47,3,1,2021-12-16 오후 6:54:08,3,5,,,,,1,9,5,,2,,,,,,,,1,1,0,0,2,1,1,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,4,2,4,1,2,3,,,,,,3,,7,,2,8,5,1,1,1,3,3,2,4,2,4,1.07
472,Y,,,,,,,1,52,9,2,2021-12-16 오후 6:53:06,3,5,,,,,1,10,5,,2,,,,,,,,1,1,2,2,7,1,1,3,3,3,3,10,1,1,2,,2,10,2,2,2,,2,9,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,1,,,,,,,,,1,,1,,1,9,2,2,1,1,2,3,2,1,1,1,1.18
473,Y,,,,,,,2,45,10,3,2021-12-16 오후 6:54:49,3,5,,,,,1,8,4,,2,,,,,,,,2,2,0,0,2,1,1,2,2,3,3,8,1,3,1,,1,4,2,3,1,,1,3,1,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,5,1,3,1,2,,,,,,,3,,7,,2,8,7,3,1,2,1,4,1,3,2,4,1.4
474,Y,,,,,,,2,29,12,2,2021-12-16 오후 6:55:05,3,5,,,,,1,2,2,,,3,,,,7,,,1,1,0,0,1,1,1,1,4,4,3,6,1,5,1,,1,9,1,2,6,,2,9,2,2,6,,2,7,1,3,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,2,2,1,,,,,,,,1,,5,,2,6,3,2,1,3,,4,2,2,1,3,1.1
475,Y,,,,,,,1,66,10,2,2021-12-16 오후 6:55:25,3,5,,,,,1,5,3,,2,,,,,,,,2,2,0,0,2,1,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,1,,,4,,,,,7,,9,,1,10,7,2,1,1,2,3,2,3,4,4,1.11
476,Y,,,,,,,2,50,2,1,2021-12-16 오후 6:56:29,3,5,,,,,1,5,3,1,,,,,,,,,1,1,0,0,4,1,3,1,4,2,2,5,1,1,1,,2,4,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,5,2,4,1,2,,,,,,,1,,5,,2,9,6,1,1,2,1,4,2,4,1,3,1.16
477,Y,,,,,,,2,43,1,1,2021-12-16 오후 6:57:31,3,5,,,,,1,2,2,,2,,,,,,,,3,3,0,0,2,1,2,1,3,2,2,8,1,5,1,,1,1,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,3,1,2,,,,,,,5,,7,,2,8,1,1,1,3,,3,2,3,3,4,1.14
478,Y,,,,,,,1,56,3,1,2021-12-16 오후 7:00:02,3,5,,,,,1,12,6,,2,,,,,,,,1,1,1,1,2,1,2,1,4,5,4,9,1,1,2,,2,8,1,1,2,,2,8,1,1,2,,2,7,1,1,2,,2,9,2,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,4,2,2,1,,,,,,,,4,,9,,1,9,5,1,1,1,4,3,2,2,2,4,1.15
479,Y,,,,,,,2,36,1,1,2021-12-16 오후 6:58:05,3,5,,,,,1,18,6,,2,,,,,,,,6,4,7,4,1,1,1,1,1,4,3,7,2,1,1,,2,6,2,1,1,,2,9,2,1,1,,2,9,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,1,4,1,2,,,,,,,6,,8,,2,7,1,1,1,3,,4,1,4,3,4,1.17
480,Y,,,,,,,1,38,7,1,2021-12-16 오후 7:00:21,3,5,,,,,1,10,5,,2,,,,,,,,2,2,0,0,3,2,2,1,4,10,5,7,1,2,2,,2,7,1,2,2,,2,7,1,2,2,,2,8,1,2,2,,2,8,1,2,2,,2,8,1,2,2,,2,9,1,2,2,,2,9,1,2,2,,2,9,1,2,2,,2,9,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,3,1,2,,,,,,,9,,10,,1,7,6,1,1,1,2,3,1,3,4,4,1.26
481,Y,,,,,,,2,39,9,3,2021-12-16 오후 7:02:12,3,5,,,,,1,6,4,,2,,,,,,,,2,2,0,0,2,1,1,3,4,6,4,3,1,2,1,,2,3,1,1,1,,2,8,2,3,2,,2,8,2,3,2,,2,9,2,1,6,,2,6,1,1,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,2,1,,,,,,,,10,,11,110000000,2,7,2,3,1,2,1,1,,2,4,4,1.2
482,Y,,,,,,,1,52,16,2,2021-12-16 오후 7:01:11,3,5,,,,,1,5,3,,,,,,6,,,,5,4,4,3,4,4,5,3,5,5,4,9,1,4,7,,1,9,1,4,7,,1,9,1,4,7,,1,9,1,4,7,,1,9,1,4,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,2,,,3,,,,,,10,,11,200000000,1,9,6,2,1,1,2,1,,2,4,4,1.25
484,Y,,,,,,,2,28,1,1,2021-12-16 오후 7:07:11,3,5,,,,,1,1,2,,2,,,,,,,,1,1,0,0,4,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,3,,,3,,5,,,,1,,2,,2,6,1,1,1,3,,3,2,3,1,1,1.27
485,Y,,,,,,,2,28,1,1,2021-12-16 오후 7:08:02,3,5,,,,,1,12,6,,2,,,,,,,,3,3,0,0,3,2,5,1,4,10,5,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,9,1,3,2,,2,8,1,3,2,,2,8,1,3,2,,2,7,1,4,1,,1,9,1,2,2,,2,9,2,2,2,,2,7,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,1,,,,,,,,,5,,5,,2,6,1,1,1,1,2,3,2,1,3,3,1.27
486,Y,,,,,,,2,37,9,2,2021-12-16 오후 7:07:22,3,5,,,,,1,10,5,,2,,,,,,,,5,4,3,3,7,2,1,1,1,10,5,3,1,5,1,,1,10,2,4,1,,1,11,1,3,1,,2,8,1,1,3,,2,9,1,1,3,,2,7,2,2,1,,2,9,2,3,5,,2,7,2,1,9,,2,8,2,1,9,,2,6,2,2,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,3,2,4,,,3,,,,,,6,,9,,2,7,2,2,1,1,1,2,2,4,3,4,1.2
487,Y,,,,,,,1,63,3,1,2021-12-16 오후 7:10:43,3,5,,,,,1,24,6,,2,,,,,,,,5,4,5,4,2,1,1,1,6,15,5,9,1,2,2,,2,9,1,2,2,,2,9,1,3,2,,2,10,1,3,2,,2,9,1,3,2,,2,9,1,2,2,,2,10,1,2,2,,2,9,1,3,2,,2,9,1,3,2,,2,10,1,2,2,,2,9,1,2,2,,2,9,1,3,2,,2,10,1,1,2,,2,8,1,2,2,,2,10,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,2,3,1,2,,,,,,,10,,11,157000000,1,10,5,1,1,1,1,3,2,3,4,4,1.23
488,Y,,,,,,,1,38,13,2,2021-12-16 오후 7:07:16,3,5,,,,,1,5,3,,,3,,,,7,,,1,1,0,0,3,1,3,1,4,1,1,7,1,1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,2,3,1,2,,,,,,,5,,6,,1,7,4,2,1,1,1,3,2,3,3,3,1.22
489,Y,,,,,,,2,63,1,1,2021-12-16 오후 7:08:38,3,5,,,,,1,6,4,,2,,,,,,,,3,3,5,4,4,1,4,1,4,4,3,9,2,2,9,,2,8,2,2,4,,2,9,2,2,4,,2,10,2,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,3,1,2,,,,,,,5,,6,,2,10,1,1,1,3,,1,,3,3,3,1.17
490,Y,,,,,,,1,63,12,2,2021-12-16 오후 7:09:36,3,5,,,,,1,3,3,,2,,,,,,,,1,1,0,0,2,2,2,1,4,2,2,9,2,3,1,,2,6,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,3,1,2,,,,,,,4,,5,,1,10,3,2,1,3,,1,,3,2,3,1.1
491,Y,,,,,,,1,42,5,1,2021-12-16 오후 7:08:45,3,5,,,,,1,14,6,,,,4,,,,,,3,3,2,2,5,4,5,4,6,2,2,4,1,3,4,,2,3,1,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,2,,2,,,3,,,,,,1,,2,,1,8,4,1,1,2,2,1,,2,1,1,1.11
492,Y,,,,,,,2,53,4,1,2021-12-16 오후 7:10:10,3,5,,,,,1,8,4,,2,,,,,,,,3,3,2,2,2,3,2,4,1,2,2,9,2,2,2,,2,8,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,2,,4,1,2,,,,,,,5,,9,,2,9,2,1,1,1,3,1,,4,3,4,1.19
493,Y,,,,,,,2,51,15,3,2021-12-16 오후 7:15:24,3,5,,,,,1,6,4,,2,,,,,,,,1,1,1,1,1,2,2,1,4,2,2,12,1,1,1,,2,12,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,2,3,,,3,,,,,,1,,2,,2,9,5,3,1,3,,3,2,3,1,1,1.12
494,Y,,,,,,,1,62,9,2,2021-12-16 오후 7:09:49,3,5,,,,,1,10,5,,2,,,,,,,,1,1,1,1,3,1,2,1,2,10,5,9,1,3,2,,2,10,1,2,2,,2,12,2,3,1,,2,8,1,1,2,,2,7,2,2,1,,2,9,1,2,2,,2,10,1,1,2,,2,9,1,1,1,,2,10,1,2,2,,2,7,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,5,,7,,1,10,2,2,1,1,2,3,2,4,3,4,1.16
495,Y,,,,,,,2,49,1,1,2021-12-16 오후 7:14:48,3,5,,,,,1,2,2,,2,,,,,,,,2,2,0,0,1,1,1,1,1,2,2,4,1,3,1,,1,5,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,4,1,2,,,,,,,7,,8,,2,8,1,1,1,3,,3,2,4,4,4,1.14
496,Y,,,,,,,1,43,2,1,2021-12-16 오후 7:17:56,3,5,,,,,1,14,6,,2,,,,,,,,3,3,1,1,4,1,2,1,2,5,4,8,1,3,2,,2,9,1,2,2,,2,9,1,1,2,,2,9,1,2,2,,2,9,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,4,1,2,,,,,,,10,,11,105000000,1,8,6,1,1,1,2,3,1,4,4,4,1.15
497,Y,,,,,,,1,52,3,1,2021-12-16 오후 7:18:00,3,5,,,,,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,5,4,8,1,1,2,,2,6,1,1,2,,2,10,2,1,2,,2,7,2,1,2,,2,10,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,2,1,,,,,,,,,3,,3,,1,9,5,1,1,3,,2,2,1,2,2,1.15
498,Y,,,,,,,1,42,15,2,2021-12-16 오후 7:17:43,3,5,,,,,1,8,4,,2,,,,,,,,5,4,2,2,3,3,3,4,5,5,4,3,2,4,1,,1,8,2,4,1,,1,7,1,3,2,,1,7,1,3,2,,2,8,1,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,2,,3,1,2,,,,,,,6,,8,,1,8,5,2,1,1,4,1,,3,3,4,1.24
499,Y,,,,,,,1,54,10,2,2021-12-16 오후 7:18:20,3,5,,,,,1,10,5,,2,,,,,,,,0,0,0,0,3,1,2,1,4,15,5,5,2,3,1,,2,8,2,4,1,,1,7,1,3,2,,2,7,1,3,2,,2,8,1,3,2,,2,8,1,3,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,7,2,2,2,,2,8,2,1,2,,2,8,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,9,,10,,1,9,7,2,1,1,2,3,2,4,4,4,1.02
500,Y,,,,,,,2,50,1,1,2021-12-16 오후 7:18:59,3,5,,,,,1,8,4,,2,,,,,,,,1,1,1,1,3,1,2,1,4,4,3,9,1,4,1,,2,12,2,3,1,,2,12,1,1,1,,2,6,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,5,1,2,3,,,,,,9,,10,,2,9,1,1,1,3,,3,2,5,4,4,1.17
501,Y,,,,,,,2,64,16,3,2021-12-16 오후 7:18:45,3,5,,,,,1,1,2,,2,,,,,,,,2,2,2,2,5,1,7,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,2,1,,,,,,,,1,,5,,2,10,6,3,1,3,,3,2,2,1,3,1.23
502,Y,,,,,,,1,54,2,1,2021-12-16 오후 7:17:58,3,5,,,,,1,9,5,,2,,,,,,,,1,1,1,1,2,1,1,1,1,5,4,4,1,2,1,,1,12,2,3,1,,1,7,2,4,1,,1,10,1,2,2,,2,10,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,4,1,,3,,,,,,6,,7,,1,9,6,1,1,1,2,1,,4,3,4,1.25
503,Y,,,,,,,1,24,1,1,2021-12-16 오후 7:18:53,3,5,,,,,1,16,6,,2,,,,,,,,1,1,1,1,4,3,2,1,4,6,4,7,1,3,2,,2,7,1,1,2,,2,7,1,3,2,,2,6,1,2,2,,2,8,2,2,2,,2,7,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,4,2,1,,,,,,,,,4,,4,,1,6,1,1,1,1,3,3,2,1,2,2,1.18
504,Y,,,,,,,2,55,3,1,2021-12-16 오후 7:19:03,3,5,,,,,1,20,6,,,,,5,,,,,3,3,3,3,1,2,4,5,5,2,2,9,2,2,1,,2,6,1,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,5,1,2,,,,,,,1,,2,,2,9,5,1,1,3,,1,,5,1,1,1.12
505,Y,,,,,,,1,38,15,2,2021-12-16 오후 7:19:28,3,5,,,,,1,12,6,,2,,,,,,,,7,4,8,4,2,1,2,1,4,3,3,7,1,1,2,,2,6,1,1,2,,2,6,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,3,1,2,,,,,,,6,,7,,1,7,5,2,1,1,2,1,,3,3,4,1.3
506,Y,,,,,,,1,30,1,1,2021-12-16 오후 7:22:41,3,5,,,,,1,12,6,,2,,,,,,,,2,2,1,1,3,1,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,5,2,1,,,,,,,,,5,,5,,1,7,1,1,1,1,2,4,2,1,3,3,1.17
507,Y,,,,,,,1,46,3,1,2021-12-16 오후 7:21:40,3,5,,,,,1,10,5,,2,,,,,,,,1,1,0,0,4,2,2,1,2,20,5,8,2,5,1,,1,7,2,5,2,,2,8,2,4,2,,2,3,1,3,2,,2,3,1,3,2,,1,3,2,3,2,,2,4,1,3,2,,1,8,2,3,2,,1,6,1,2,2,,2,7,2,3,2,,2,3,2,1,2,,2,3,1,3,2,,2,4,1,2,2,,2,2,1,3,2,,2,3,1,2,2,,2,7,2,2,2,,2,3,2,2,2,,2,3,1,1,2,,2,3,2,2,2,,2,3,1,2,2,,2,1,3,,4,2,4,1,2,,,,,,,4,,5,,1,8,5,1,1,1,2,3,2,4,2,3,1.24
508,Y,,,,,,,2,63,10,2,2021-12-16 오후 7:23:38,3,5,,,,,1,3,3,,2,,,,,,,,1,1,0,0,3,1,1,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,1,2,1,,,,,,,,3,,6,,2,10,7,2,1,3,,3,1,2,2,3,0.9
